timestamp,app,rating_info,stars,reviewer,review_text
3:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Anita Suleiman · Negative,2,Anita Suleiman,"""Right now, my audio is playing, but with no sound, is it from my side or your side, please? Kindly help. Because I love listening to Saving Nora. Now I can't listen to my downloaded stories if I am not online. Do something about it"""
9:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Chris Lusk · Negative,1,Chris Lusk,"""the app developers are extremely greedy one may pay 1,000 for a book and if you pay for the subscription witch helps but you will be forced to watch non stop ads even with the subscription. its a India  based app go figure right there always scamming people."""
10:33,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Edward Braughton IV · Negative,1,Edward Braughton IV,The series I listened to was good quality but I've done the math and I can say with certainty that you spend close three times as much for any series on this app then you would if you were to just buy a series and listen on audible. a normal audiobook is around $40 per volume(AT MOST). if you by all of the chapters for one volume on pocket FM you're paying well over 80. I've seen people talk about being able to earn coins by watching ads and the like but I see no such feature.
11:32,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Holger Grab · Negative,1,Holger Grab,"""15 episodes were free, but now they're gone. I waited 15 days for it. Thanks. It's being uninstalled. Unfortunately, it's not possible to unlock episodes with ads. So I'll buy an audiobook instead."""
12:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Narendra jaydeep · Negative,1,Narendra jaydeep,I am premium member pocket fm but not open episode 60 min daily. and application is very hard interface and slow application
12:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Cassie Dee · Negative,1,Cassie Dee,"""At first, I loved the app, but the number of ads need to unlock episodes continues to grow. At times, users are forced to watch 2 or 3 ads for 1 ad credit. After a few episodes, the audio stalls and breaks up. The cost of purchasing coins is highway robbery, and if you try to remove a story from continually popping up in your library, it keeps coming back, even after clearing cache. I even attempted to block the authors, and everyday that I use the app, it keeps coming back. Not user friendly!"""
1:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Oladipo Abdulroqib · Negative,1,Oladipo Abdulroqib,The app takes too long to load these days. it's been happening for a while now. edit: it's been a few months now and it's just getting worse. nothing's been updated
6:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Jerry Adsitt · Negative,1,Jerry Adsitt,"""Paid $40 for most """"coins"""" offered and still couldn't finish 1 story. Downloads are a joke. They only let you download a few episodes at a time. Episodes are tiny and you pay for each one with your coins so they go fast. The playback isn't smooth as there are long gaps between """"episodes"""". I saw some stories that are like 2000 episodes long. Can't imagine how much that would cost to hear 1 story! Definitely not worth the money!"""
7:02,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Chris Marsh · Negative,1,Chris Marsh,I watch the ads for the free episodes. Have to watch 20 of them but Everytime it gets to ad 18 or 19 all of a sudden it goes in to endless buffers. out of all the ads I've watched I only get the episodes 25%of the time. This app is a scam so they can drain as much money as possible for delivering nothing it would cost you 300 dollars plus just to listen to over book or 4 years
7:31,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Dead Eye · Negative,2,Dead Eye,bahut loading leta hai ab to page hi open nahi hota new update ki jarurat hai bahut bug hai
10:32,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Cristian Contreras · Negative,2,Cristian Contreras,"""I have been contacting them SEVERAL times about my coins. You play games to earn them, and I followed all the guidelines. This issue is still going on since July and they only respond at 3 or 4 A.M. They haven't been helpful with this issue. This app is amazing , the stories are awesome, but customer service is TERRIBLE. The amount of coins I did not receive is 3,326! That's 300 dollars worth of coins! Please fix this issue!!"""
12:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by M P · Negative,1,M P,"""Don't waste your time downloading this app. Pocket FM is predatory. Fake “free / no-ad” reviews lure you in, then they slash episodes from 7+ to 3/day. Ads or coins don’t add content, they steal your future freebies. It’s a trap designed to hook you, then bleed you for less than you once got for free. This isn’t monetization, it’s exploitation. They see listeners as targets, not customers. Avoid this scam, find any other website or app to give your time and/or money to instead."""
2:34,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Khushi Yadav · Negative,1,Khushi Yadav,download were not playing properly
2:34,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Mindy Crane · Negative,1,Mindy Crane,"""I was using it and had a account, until my phone got destroyed. But I wasn't able to get to the place I was in the books. After listening to it for months and paying to hear it.. kept replaying sections already listened to. The free section was always what played already. After my phone crashed I loaded back to my new phone and it started all over again. Was in chapter 438, I will not be giving another cent for this. If was able I would give a huge fat zero because they constantly interrupt."""
10:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Sandeep Kumar Haldkar · Negative,1,Sandeep Kumar Haldkar,something audio is not clear even internet connection is good. and also not working properly in background
3:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Rob Andrews · Negative,1,Rob Andrews,stores just keep playing on their own . coin backs makes this cost more any book u ever buy. half time when earn coins u never get them.
5:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Shawn Kieper · Negative,1,Shawn Kieper,whatever you do don't give a bad review! I didn't think being spoon-fed could get any slower! they used to give me one a day and five on Tuesdays and Fridays. ever since I gave a bad review I only get one a day!
6:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Christopher Colon · Negative,1,Christopher Colon,the inclusion of ads make it less enjoyable but tolerable but I've been stiluck with a never ending ad glitch where the ads are not playing but keeps adding more ads and not playing the story
10:02,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Randall Bowles · Negative,1,Randall Bowles,I have only listened to one audio book and it is great. However the app sucks. It hangs up all the time. Once I finish this audio book. I will look elsewhere for others
11:35,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Jayanta Kakati · Negative,1,Jayanta Kakati,"""Wow!!!!!!!!!!!!! what a ghatia app. I have been using this app for a long time. But since a few days this app has become useless. If I click on a story to listen to it, it does not open and does not work at all. And yes, the length of the advertisement is getting reduced, it runs for only 60 seconds. Hey, it should run for at least 300 seconds, then it would have been better"""
12:02,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by devi gopal · Negative,1,devi gopal,"""not loading, long buffering"""
4:34,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Brian Malundi · Negative,1,Brian Malundi,"""I hate to say this I started to dislike this app because since I updated it I can't download series that I want ,it load and load fix this immediately"""
6:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Tenesha Hudson · Negative,1,Tenesha Hudson,I have downloaded several games and completed the tasks from the Offer Wall in order to win pocket coins. I haven't received my pocket coins on several occasions. Customer Support has been useless in helping with the issue to ensure I receive my rewards. What they advertise on the Offer Wall is a joke. Be prepared to fight with them to get what's advertised most of the time. Don't bother with this app. Cost too many coins for 6 to 10 min segments.
7:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by kevin munerlyn · Negative,2,kevin munerlyn,"""Not sure why this is happening now, but on the listening page of each episode I now have ads showing over and over. And after a few episodes play no matter if I use my coins or it's a free unlocked subscription episode, the episode is interrupted by an advertisement. This never happened to me before I started paying $29.99 for monthly subscription. It's very weird to me that I'm paying to not see ads but now that I've paid a monthly subscription, all that I get is ads popping up on the screen."""
7:37,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Leon Giles · Negative,1,Leon Giles,sucks how you start a story and it ends with no warning lose your progress and it starts over with a different name .Kevin Wagner. I should at least get credit to where I was in original story line. plus way to many glitches and drops pls fix.
10:02,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Randall Hawkins · Negative,2,Randall Hawkins,"""they fixed the unlock for coins finally so updating my rating. still need to be able to pick my play list not get random next story somtimes ita even the last one i listened too, or a random one not even in the play list. they say stories will unlock everyday but when you hit a certain number in a story it looks like they stop unlocking till you listen again. I will change my rating when things improve and ads don't fake stories."""
7:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Gypsylyn Richardson · Negative,2,Gypsylyn Richardson,"""watching ads for free coins is maddening. it's says watch 3 ads unlock 3 episodes. you watch the 3 then it changes to 17 ads, etc. I really dislike how they force stories on you that you can't turn off. the time frame to watch free episodes changes - it will say 6 hrs then after 6hrs it says 48hrs. the length of the episodes aren't worth the high coin cost. I was having fun in the beginning but now it's just frustrating. I buy coins, pick my story then it changes stories and eats up the coins."""
10:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Vishwam Jadhav · Negative,1,Vishwam Jadhav,last version of this app is very disappointing UI is not working properly try to fix it
8:36,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Scott Adams · Negative,1,Scott Adams,was good until they started playing ads in the middle of episodes for no reason the unlocked content that has been paid for or unlocked using coins should not be popping ads up while listening.
11:32,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Levi Olszewski · Negative,1,Levi Olszewski,"""you get us locked in to a story, then make it so you can't watch but 2 or 3, 5 min episodes a day or pay a ridiculous amount of money to barely get a few more episodes. to top it off every time i do a task to earn coins, it scams me out of the coins,so now I have 20 dif downloaded apps and still no coins. its also the same with the surveys robbed out of my coins eveverytime. yo take a bunch of my personal info to sell to whoever. at least let me finish watching my vampire system if you are"""
1:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by samiksha rokde · Negative,1,samiksha rokde,"""I used to like this app and the stories too, that's why I purchased premium. many interesting stories i added them into the library so that i can play later on. But when i checked all the stories in the library,I couldn't find them.When I tried to search for them,I didn't find any of the stories like they were never even existed and it's happened 3 4 time with me n keeping show same storys that i don't even like it bit .That's very disappointing. I'm switching to partilip now, far better"""
1:34,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Coach Randall · Negative,1,Coach Randall,"Weekly Summary for 11 Aug - 17 Aug 2025 Sentiment Score 80 Average Rating 4 Reviews ""1,276"" 5   🟨🟨🟨🟨🟨🟨🟨⬜⬜⬜ 792 (62%) 4   🟨⬜⬜⬜⬜⬜⬜⬜⬜⬜ 128 (10%) 3   🟨⬜⬜⬜⬜⬜⬜⬜⬜⬜ 94 (7%) 2   🟨⬜⬜⬜⬜⬜⬜⬜⬜⬜ 64 (5%) 1   🟨🟨⬜⬜⬜⬜⬜⬜⬜⬜ 198 (16%) 11% of reviewers were delighted Popular Words ""Good, Stories, Nice, Listen, Love"" Common Topics ""Satisfied users, Audio, Pricing, Bugs, Advertising"" Star Ratings ""5   🟨🟨🟨🟨🟨🟨🟨🟨⬜⬜ 3,169,270 (77%) ⏸️ 0%"" ""4   🟨🟨⬜⬜⬜⬜⬜⬜⬜⬜ 541,321 (13%) ⏸️ 0%"" ""3   🟨⬜⬜⬜⬜⬜⬜⬜⬜⬜ 165,815 (4%) ⏸️ 0%"" ""2   🟨⬜⬜⬜⬜⬜⬜⬜⬜⬜ 70,456 (2%) ⏸️ 0%"" See more Appbot: App review alerts & repliesAPP 2:31 AM 1 new review averaging 1.0 stars"
7:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by K Rock · Negative,1,K Rock,audio quality is bad. GUI is trash. its just an all round mess
3:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by V.venkateswara reddy Vangala venkateswara reddy · Negative,1,V.venkateswara reddy Vangala venkateswara reddy,I deleted this apps some issues and installed but my account was not working properly and given new account so I listed first thing this app are issues cleared the issue .
3:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Vijay K · Negative,1,Vijay K,while listening to storie episodes which are already purchased there are advertisements and stopping of playing is happening. it's bad experience. after listening to the adds there are no points which are getting credited. that's also not good
4:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Huan Chris · Negative,1,Huan Chris,"""I actually really like it, but I'm fed up with these exorbitant prices. I've spent over €40 so far and have reached 212 out of 2,200. After the second purchase, the coins got more expensive. Seriously, hundreds of euros for ONE audiobook? That's completely out of proportion. It's a real shame! Earning coins doesn't work either; they were only credited initially. I sent screenshots and asked for the coins, but they were rejected and blocked. Thanks, thanks."""
5:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Rocky Chevalier jr · Negative,1,Rocky Chevalier jr,"""I have been listening to this app for a year now. a lot of stories are very fun to listen to, but this app likes to update a lot causing itself to have a lot of problems and when they fix those problems they add ads after ads on their stuff when I first started after probably 4 months of listening to this app there were no ads and now there's ads everywhere and when they constantly update this app they break it too too. now most of the stories I listen to back then stop Midway through the book"""
11:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Kayden Davis · Negative,1,Kayden Davis,It's a horrible app all around. #1 you are unable to purchase the entire audio book outright you have to pay per episode and the more episodes you listen to a day the more costly they become which I find to be dumb. They strip your daily streak constantly whether you listened to it consecutively or not. they also claim your coins don't expire but yet somehow I lost over 600 coins while listening to already unlocked episodes. Their complaint department is trash and dont work for you. 10/10 DNR
10:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by UMA MATTAPARTHI · Negative,1,UMA MATTAPARTHI,After payment i can't play the audio series my transaction as done before expiry date but they are showing to pay the amount again
2:30,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Prakash Pramanik · Negative,1,Prakash Pramanik,"""I am very disappointed. I have been using this app since long, when I did not have many downloads. Earlier, I could read novels in it, but now all of them are audio stories. You can understand from this that how old a download I have of this app. Earlier, I could read all the chapters of the novels in it, none of them were locked, after that some chapters could be read for free, it used to open daily for free. I have read 20-25 novels of this, which I liked very much, but today I have novels and audio stories."""
4:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Kushal Prince · Negative,1,Kushal Prince,the app is not working it take too long time to opean
5:37,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Bryan Bilbo · Negative,1,Bryan Bilbo,I like the story's but hate the app they take coins off your account out of nowhere and charge too much per episode I wish there was another app that played the same thing that didn't suck like this one
6:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Zabam 93 (Zabam) · Negative,2,Zabam 93 (Zabam),"""While the stories are okay the app experience is awful. Some ads have very tiny icons that make it hard to mute or """"x"""" out. Some apps cant be ended or muted and you have to restart the app. Ive even had some newsbreak ad force download its app when I was trying to close the ad. Even past that the servers can be so slow that after you watch an ad it doesnt recognize it or count it because it broke its own loop of playing ads. It even dissapeared my 25 coin bonus the other day for no reason."""
6:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Jeet Pandey · Negative,1,Jeet Pandey,loading does not happen Jldii
8:40,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Jeffrey Hammes · Negative,2,Jeffrey Hammes,seems to load slow or can not open stories when I want to listen. when works I enjoy but seems like down for hours. since last night can not listen to stories even tried twice to restart phone.
8:40,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Nilam Sinha · Negative,2,Nilam Sinha,"""this app story is so beutiful but this app is lagging and freez up not play the next episod , so i request the pocket fm team close the app"""
9:04,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Dimitri B · Negative,2,Dimitri B,"""Sometimes it works, sometimes it doesn't, who knows. The audiobooks themselves are very good. At least, the ones I listen to. The prices for the audiobooks are quite steep. But in return, you regularly get free episodes."""
10:02,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by A K · Negative,1,A K,"""I had download that app unknowingly, but I found that there is not any full story for free.Useless App don't install that"""
10:02,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Tom Neff · Negative,1,Tom Neff,"""so the problem is that you have to buy coins to watch episodes, and even the free ones you get random ads, not a lot, if you buy coins the ads stop for a certain amount of time, so either buy coins or get adds, the coins are .20 for 1 so 5 fo 1.00 or bigger packs get more coins, but you will spend 18 coins for 1 episode, on some storylines there are over 2000 episodes at a cost of $3 a episode or watch 16 commercials and most commercials are 2 in one so 32 to unlock one episode"""
6:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Barento A D · Negative,1,Barento A D,if you want to spend hundreds of dollars go ahead and download otherwise stay away from this apps. they think money grows up on tree. to listen to 10 minutes episode you have to spend minimum $5. if they have monthly subscription maybe it's good otherwise I'll not recommend to anyone who works hard to earn money and spend in one day this more than what you spend in gambling in casino.
6:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Alma Colleen · Negative,1,Alma Colleen,"""I'm editing my review again because the app continues to automatically play the same book that I've never chosen as soon as my free episodes are done. The Alpha's Bride has episodes that I find repulsive. so I keep deleting it from my library, sometimes several times a day, but yet it keeps adding the book back in. take a hint. not everyone is into that stuff, and I should not repeatedly have it foisted upon me. I'm getting traumatized."""
7:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Nick Alexander · Negative,2,Nick Alexander,"""As of right now I'm going to read it two Stars, because I am fully invested in a story and have been buying coins so I can listen to it whenever I want. However now every time I try to buy coins it freezes up on me and does not allow me to purchase them and they still won't get back to me on how they plan on fixing it to allow me to buy coins nor will they credit my account with coins so I can continue listening until they're able to fix it so I'm very disappointed"""
7:32,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Santhosh Khan · Negative,1,Santhosh Khan,Regularly application get crash
8:37,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by bharath s · Negative,1,bharath s,app very slow not opening fast
10:31,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Susanna Driedger · Negative,2,Susanna Driedger,"""some stories are very enjoyable. Nearly all the enjoyment i felt is crushed every time """"the duke's masked bride"""" auto plays the moment i run out of free episodes in one of my stories. It doesn't matter how many times i remove that """"story"""" from my continue playing list. Even tho i have more stories with free episodes in my continue playing list that stupid story nearly always takes precedence"""
3:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Dhruv Kumar · Negative,1,Dhruv Kumar,"""Pehle ke kahani kafi acche the, chahe kahi se chepe ki Kyo nhi gaye the. Lagbhag har kahani copied hai, Lakin fir vi Maja Ata tha, Lakin ab isme wo Wali bat nhi rhi."""
3:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Dominik B. · Negative,2,Dominik B.,"""Five episodes per day wasn't enough, and the prices for an entire audiobook are excessive, but now you can only listen to one episode per day, and two if you also watch the adverts... the effort and reward are no longer in proportion. I could listen to The Vampire System for hours every day, but this really spoils it, which is a shame."""
8:37,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by P. R. P · Negative,1,P. R. P,"""very very worst app, not working properly. it is irritating app."""
11:32,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Jordan Norris · Negative,1,Jordan Norris,They offer free play . They do not honor
12:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Jen Johnston · Negative,1,Jen Johnston,"""It was pretty good when I first downloaded it, but now it randomly stops working, plays multiple ads during an episode, and keeps replaying the same stories instead of going to others in my library that I haven't caught up on yet. Don't waste your time."""
2:31,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Stephenie Halliday · Negative,2,Stephenie Halliday,"""before downloading the app, it says you can read whole books for free, what it doesn't say is that you can only listen to 5 chapters per day and have to pay astronomical amounts to listen to more. this app is extremely misleading. you dont go to a book store and buy one page at a time."""
6:08,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Sonya Elli · Negative,2,Sonya Elli,"""its too much for a seires if you want to listen to longer peirods of time you might want to go with amazon, yes you can listen to ads if you want to unlock one 10 min episode, but it has lots of bugs in it with my coins i feel like they arent being counted or some are missing the data in it is fiffy on keeping track. on other hand a few of the series have good story lines."""
5:31,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Georg Neu · Negative,2,Georg Neu,"""I've been using Pocket FM for a while now and have found it quite good so far. The stories are exciting and entertaining. Unfortunately, the conditions for listening to chapters have recently changed. Previously, I could unlock as many chapters as I wanted, but I had to watch ads to do so. Now I only get one chapter and 10 coins per day (10 ads). This means that for most books, I can unlock a maximum of three chapters per day, which equates to about 20 minutes. It's a shame."""
9:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Roy Kelder · Negative,1,Roy Kelder,"""At first this app felt amazing, but after a few weeks everything changed. Suddenly there are constant ads and the number of free episodes was cut to only 4. There is no simple subscription to remove the ads, so instead you are forced into ah unfair coin system that feels manipulative. It completely ruins the listening experience If the developers want people to stay, they should at least bring back 10 free episodes a day and/or offer a proper add-free subscription to listen whenever you want."""
10:02,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Navanit Komale · Negative,1,Navanit Komale,"""app is running very slow & subscription price is also very high, I m not suggest anyone to use this app. too many inappropriate ads coming."""
10:33,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Dortha Antonio · Negative,1,Dortha Antonio,pictures won't show on audio after a certain video.
1:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Aditiya gadwal · Negative,1,Aditiya gadwal,app open hi nhi hota h jaldi bahot jayda time lagta h or ho bhi jata h to koi sa so open nhi hota h
4:34,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Mickaole Juranewa · Negative,1,Mickaole Juranewa,"""Extortionate. It starts off friendly but ends quite unfairly. The ads on YouTube show different names and images or videos. Each user is given their own customized price range or is allowed to watch ads. The ads are still missing here. Instead, there are free episodes waiting, now only two. The audiobook """"The Vampire System"""" is good, but the provider is very unfair in my opinion. Hence only one star."""
12:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by umesh nair · Negative,1,umesh nair,"""I raised my issue as advised and Ticket No. 480319 was created, but it has not been resolved. Multiple payments were deducted from my account due to your system error, yet I am now told there is no refund policy. This is unfair, as the mistake was not mine. If refund is not possible, I request a fair alternative—such as an additional free subscription or free access to a premium series like Yodha. Please value customer trust and loyalty by resolving this positively, ratherthan leave it."""
1:32,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Ward Hartjes · Negative,1,Ward Hartjes,it's sad to see after sending a few mails to get no response back at all. That all confirms what I thought. The option to get more coins for playing games and watching endless ADs is really not worth it after all. But what i hate the most is the fact to get not even a single reply back .....  After spending a good amount of money to keep watching it's sad to not get a simple answer back to inform me that it was all for nothing. I dont want money or anything anymore its all just a waste of time.
4:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Matt Rue · Negative,2,Matt Rue,"""Besides having to get coins to unlock more, it so far seems like a great app.. not much of a reader but love listening. paid for a subscription now it jumps three episodes back in the middle of an episode, or randomly just completely stops even after updating. starting to get really irritated that im spending money on an unreliable app."""
9:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by JAGDISH PARIHAR · Negative,1,JAGDISH PARIHAR,"""Superb was the last rating i provided to this app but now I'm rating less than one, cos the app is not all loading it takes more than half hour , really bad totally disappointed"""
10:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Kristen Fish · Negative,2,Kristen Fish,why is so much data used to watch this app?? i have unlimited service but this app uses so much data that it makes my phone run slow.. otherwise I like the stories to listen too..
10:32,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by kalimuthu s · Negative,1,kalimuthu s,very worst open App Very slow. storys Good but too much off waste time open app story very slow.
11:31,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Gary Craig · Negative,2,Gary Craig,the stories are good but seems like most are incomplete. 3 out of 5 that I have listened to just stop. No chapter ending or resolution. Just stopped recording. very frustrating
11:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Anup kumar · Negative,1,Anup kumar,aap have many bugs. Story not opening.
12:06,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Mitchell Sullivan · Negative,2,Mitchell Sullivan,Ads of pod cast are the worst. I understand advertisement to help grow Pocket FM. But starting a whole pod cast that is not easly stoped while driving is just poor business choice. Also having the ability to save stories to a watch list would be a convienent feature to listeners to feel value in the Ads requirement.
1:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Jason C · Negative,1,Jason C,"""The best books are literally just plagiarized from webnovel with all the chinese names switched out for english ones from people who clearly didn't get permission from the actual authors but will benefit financially anyways. looking at you especially Super Gene, Library of heaven's path, shadow slave, etc etc. Pocket FM also clearly has no intention of enforcing copyright laws."""
6:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Ms. LaVaughn James · Negative,1,Ms. LaVaughn James,"""This app is a great idea for me on the go listening. however, when I first initially purchased a pack of coins it was 99 cents for a pack of 400 coins which was introductory. then I started doing the games to get the points to listen to the audio series. now when I play the games lower coins are added to my balance or not at all. I have uninstalled games and installed other games to see if the coin points would change and they have not. I believe this is running more on the scam side!"""
8:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Armored Light · Negative,1,Armored Light,I used to enjoy this app. but it has changed so much. used to get 4 episodes for 1 coin each on the stories I listened to but lucky if i get 1 episode before goes to 9 coins. the watch ads for free coins max was 10 now varies from 5 to 20 and now back to 5. and now can't even access it. and my library keeps getting india character stories after I remove them and they come back. I like the daily listen feature but would rather the app go back to when I first used it
10:33,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Dinesh Dhaka · Negative,1,Dinesh Dhaka,app working is very slow.
3:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by 타니샤 · Negative,1,타니샤,overall it's good but I don't know why it's consuming my mobile data so much  like I can only get to listen to 4-5 audio and my 90% data is over. So can you please help solve this issue.
4:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Sarah Graham · Negative,2,Sarah Graham,"""was really enjoying listening to story, but since the update the story has been shortened and completely changed, some characters names have also changer I had listend to 213 chapters of 380. now only shows 140 chapters not far seeing as can only listen to few chapters a day and now its gone"""
4:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by annette köckerandl · Negative,1,annette köckerandl,"""For the most part, I had to watch almost a minute of advertising to enjoy a minute of the audiobook. Initially, you could listen to two episodes a day for free and another three with relatively few ads. After that, the ads increased to mostly one-minute videos per ad. With a lot of luck, there were even some that were five seconds long. Also, my audiobook seems to have no end. New episodes are constantly being added. Buying it isn't cost-effective; 100 minutes cost €60."""
6:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Ellie Lewis · Negative,2,Ellie Lewis,"""Changing my review and ranking. The stories are good. however, If one were to buy coins to read just 1 entire story it would be over 500.00 which is absolutely ridiculous. Waiting 48 to 72 hours to access the next part is stupid. It stops you from continuing the story but will automatically play several episode for another story for free. They need to allow for buying an entire story/series. Its getting India very rich. Starts with video then audio with mismatched images and voices. Scammers"""
8:32,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by JAYAPRAKASH N · Negative,1,JAYAPRAKASH N,video not play
12:07,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by manish gupta · Negative,1,manish gupta,Many times I am facing the issue of some features not working properly in this app. I have taken a premium subscription to this app.
12:07,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Pooja Jindal · Negative,1,Pooja Jindal,please fix the bugs in the app because since morning I am not able to listen to any story here and I also feel fear about losing my pocket FM Streak.
12:07,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Michael Stief · Negative,2,Michael Stief,continously changes what I am viewing and upping the pricing structure. too bad as that is why I am canceling.
1:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Mirza Nemat · Negative,1,Mirza Nemat,audio Break and poor Quality
1:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Darlene Grinstead · Negative,1,Darlene Grinstead,had to delete this app twice for overheating and continence play after I left the app not happy was getting into the book
1:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Julius Blair · Negative,1,Julius Blair,"""This is a great app with great stories. I recommend to anyone that enjoys a good audio book. Edited Review 8/24 The app is glitching, and I'm not able to listen to any books just keeps loading. Unfortunately, this app doesn't save your episodes so you can't just uninstall it because you will lose all your history."""
4:31,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by H. F. · Negative,2,H. F.,Keeps crashing lately. I will improve my review when this gets resolved.
5:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Preeti Maurya · Negative,1,Preeti Maurya,it's not working properly
