day_index,week_bucket,week_label,line_index,reviewer,rating,sentiment,language,categories,subcategories,review_text
1,1,Week 1,1151,K.Leah_s,4,Positive,,,,"Great app could be better! ""I honestly love the app, it plays out like a short cdrama as an audio series and the books are so many to choose from! The only thing that could make it better is1. Give us genre’s to choose from or let us click on the tags so that it’s easier to find what we’re searching for"""
1,1,Week 1,1160,calocro,5,Positive,,Monetization & Pricing,Too expensive / high coin cost,Great I love this app!!   Just wish the coins weren't so expensive.
1,1,Week 1,1167,No I’m not buying coins,1,Negative,,Monetization & Pricing;Content & UX,Too expensive / high coin cost;AI voices / quality,Disapointed I don’t like it how i was able to listen to at least 6-7 stories a day n now I have to watch adds to get two and it used to be that I would get them daily and now it’s saying 24 and 48hrs. I already paid for coins seems like they want more and more to get another part of the story… I just can’t!
1,1,Week 1,1174,Bummer Z,1,Negative,,Monetization & Pricing,Too expensive / high coin cost;Misleading ads / bait-and-switch,Scam The coin system and made it based on streaks so you get less episodes and the coins they offer you on the third day or not 25 they lie
1,1,Week 1,1181,Aldridgeelsa,5,Positive,,,,Awesome I am currently listening to the Alpha’s Bride and I am loving it.
1,1,Week 1,1188,tor7uga77,5,Positive,,,,The suden brillonatio Is good
1,1,Week 1,1195,1Chevis1,5,Positive,,,,Exciting stories The stories are exciting and i enjoy the characters that are developed. Some story lines i wish were a little more mature and not geared towards teenagers or preteens
1,1,Week 1,1202,AnoyedAsHell,1,Negative,,Monetization & Pricing;Playback & Performance;Content & UX,Misleading ads / bait-and-switch;Offline / download issues;AI voices / quality,"Click bait ""I was on youtube and saw an ad for My Vampire System where he fights Troy at the beginning. interested in what happens next (ad said to download the app to know), I downloaded the app and the story isn’t even close to being real. This company uses click bait to get people in and I have deleted this app for that specific reason. If you’re gonna hook people in with a good story, make sure it’s a real story instead of completely changing someone else’s work to click bait people into downloading."""
1,1,Week 1,1209,SillyStupidgirl,5,Positive,,,,"Love this ""I would not survive without this app, it helps me so much with my depression and other mental health issues. I love this app absolutely positively a hundred times a gazillion!!!"""
1,1,Week 1,1216,kg4good,4,Positive,,Monetization & Pricing,Ads gating / too many ads,To many ad I’ve been using this app for sense 2021 and it was really but lately there’s been many ad as soon as I open the app I get an add I listen to an audio book for 10 min I would get ads that just too much
1,1,Week 1,1225,Tylerdurden0815,5,Positive,,,,All good Super
1,1,Week 1,1237,Cjc Cole,1,Negative,,Monetization & Pricing,Too expensive / high coin cost,"New update ""Needs a new update , the prices on the coins keep changing"""
1,1,Week 1,1244,Hexe9988,1,Negative,,,,"Anonymous and tormenting music ""The developers are unable to display the names of commenters; all comments are published under """"Anonymous."""" This problem has existed for months, but nothing has been done."" ""Instead, someone decided to play annoying music in the background throughout all episodes. Listeners' protests and requests to turn the music and tinkling down are completely ignored. The music is sometimes as loud as the narration, making it difficult to follow the story. What a pity! It's like the optimistic, cheeky lover who says, """"So, how was I?"""" at the end"""
1,1,Week 1,1258,Mike34273,5,Positive,,,,Great app Great little app I use it everyday
1,1,Week 1,1265,slimnkeke,5,Positive,,,,The vampire system This is the best series I’ve heard
1,1,Week 1,1272,Magabu13,4,Positive,,Content & UX,Visual vs audio expectation,Good stories I like it  that only thing is that  i need to watch videos to unlock episodes   It doesn’t unlock by themself after 24 hour
1,1,Week 1,1279,Usernomoreoo,1,Negative,,Monetization & Pricing;Playback & Performance;Content & UX,Too expensive / high coin cost;Subscription needed / request;Ads gating / too many ads;Offline / download issues;AI voices / quality,Don’t expect monthly $14.99 You’re going to go broke trying to read a full story unless you wanna go through a lot of ads oh wait 48 hours between the episodes. Much better value downloading some of the other apps that are a lot less costly
1,1,Week 1,1286,49ers Memphis,4,Positive,,Monetization & Pricing;Content & UX,Too expensive / high coin cost;Too slow unlock / few free episodes,E Book I love the stories but I find myself wanting for free episodes. I purchased more coins once but the price jumped up the next time I was going to purchase more. I think you need more realistic pricing for the price of these coins I could buy a whole book. You should put an option on here to purchase the whole book. The app is great though very easy to navigate.
1,1,Week 1,1293,MitchieB144,5,Positive,,Monetization & Pricing,Subscription needed / request,Love the app! I really enjoy this app and the story I’m listening to is amazing! My Vampire System is such a well written story. I love everything about it.
1,1,Week 1,1300,Sinister Sasquatch,2,Negative,,Monetization & Pricing,Ads gating / too many ads,"Some good stories ""While the stories are great for the most part the watch ads to unlock more can be tricky. If you start to watch ads, sometimes it will say 12 more ads to listen to 2 more episodes and then the number will go up after the first or second ad. Other times if you say watch 12 episodes of the 17 needed to unlock 2, if you leave and come back after the evening reset to 1 for 1, then you just watched ads for nothing. Also some ads are 5 seconds(rare) and others are 2 minutes +."""
1,1,Week 1,1307,PIPassion,5,Positive,,Playback & Performance;Content & UX,Offline / download issues;AI voices / quality,A must Download I completely love this app. If you live great storyline from fantasy to action this is a must have app. They add new stories daily- weekly.
1,1,Week 1,1314,saske1231,5,Positive,,Monetization & Pricing,Too expensive / high coin cost,"Improvement’s that would make the app a little more convenient ""I love this app the stories are really good and there long which is good for me being a truck driver my girl says I have a problem I spend on average 5-10 hours listening to my stories, I do wish that there was a option to buy a chapter of the for a cheaper set price instead of just buying them one by one"""
1,1,Week 1,1321,chopchop98,5,Positive,,,,"Audio book ""The app is really convenient when your trying to pass the time, or when your doing the dishes, or driving in traffic basically this app is designed for any situation"""
1,1,Week 1,1328,FreyFarid,4,Positive,,,,"Most of it ""The stories have been thrilling overall, though a few could pack even more punch by tightening the pace and keeping the storyline sharp right through to the finale."""
1,1,Week 1,1335,Rosetta 1203,4,Positive,,,,MRH Love it so far!
1,1,Week 1,1342,dre2445,5,Positive,,Monetization & Pricing,Too expensive / high coin cost;Subscription needed / request,Coins Amazing app great stories wish there was a coin subscription
1,1,Week 1,1349,tls0981,5,Positive,,Monetization & Pricing;Playback & Performance;Content & UX,Ads gating / too many ads;Offline / download issues;AI voices / quality;Too slow unlock / few free episodes,"Love it best app ""Love this app it has great stories plus free episodes daily not like any of the other apps where you have to pay to unlock the rest of the episodes! Great job I recommend downloading this app especially if you’re the type of person that don’t enjoy reading the material for yourself, this app is strictly for you because it reads the stories for you all you need to do is  choose a story then sit back & enjoy!"""
1,1,Week 1,1356,Bogie 0423,5,Positive,,Monetization & Pricing,Subscription needed / request,My vampire system Nice audiobook series what recommended to all preteen and teen kids it talks about bullying and how to fix it. It’s not in a nice way and what happens when it doesn’t get fixed awesome series would recommend to anybody that wants to listen to a good audiobook
1,1,Week 1,1363,Big_Shy,5,Positive,,Monetization & Pricing,Too expensive / high coin cost,"Love it ""Love the new developments, love the way you can earn coins, and I love the new stories that they have added"""
1,1,Week 1,1370,Mr.Nobody6,2,Negative,,Monetization & Pricing,Too expensive / high coin cost,Save ur money Pocket fm has some good stories but it’s also the most expensive app on the market
1,1,Week 1,1377,missdinamit,5,Positive,,Playback & Performance;Content & UX,Crashes / app not working;Too slow unlock / few free episodes,"Unlock free episodes via advertising ""Unlocking 2 free episodes via advertising doesn't work in this version, it used to work, what's the problem?"""
1,1,Week 1,1389,lynnspringer,5,Positive,,Content & UX,AI voices / quality,The masked bride This audiobook has me hooked. I listen to it two times a day. I have started it from the beginning all over again and I keep going where my current spot is so I open new episodes every day. It is by far the best thing and I look forward to it every day.
1,1,Week 1,1396,barryyoung2002,1,Negative,,Monetization & Pricing;Playback & Performance,Too expensive / high coin cost;Subscription needed / request;Ads gating / too many ads;Offline / download issues,"What a scam ""I went over downloaded pocket FM to listen to a series my Dragon Princess I got about 50 chapters or so in I had to buy coins. I got another 50 chapters in. I have to buy coins. I got another 50 chapters in and now it’s getting a little ridiculous if I don’t buy coins, I’ve gotta listen to up to 11 ads at a time And you cannot preempt any of them for me to go over and listen to one pocket novel. it’s going to cost me a fortune. This is a scam. Do not sign up."""
1,1,Week 1,1405,why i rated my rating,1,Negative,,Content & UX,AI voices / quality,"You refuse to approve things ""I've been waiting A MONTH for you to approve my Brighthelm series. You said """"Review may take up to 7 days""""IT'S BEEN A MONTH, THAT'S LONGER THAN """"7 days"""""""
1,1,Week 1,1412,greyfix,4,Positive,,Content & UX,AI voices / quality,Too many adds Great app… they don’t give enough episodes daily I don’t mind a few adds to get episodes fit they demand 10 or more adds to get a few episodes totally not going to do this
1,1,Week 1,1419,jokerboop,5,Positive,,Content & UX,Visual vs audio expectation,Captivating Love this app stories are captivating. Only thing I don’t like is the videos that flicker I have seizures and those cause me to have them.
1,1,Week 1,1426,Dark Dwarf,5,Positive,,,,Fantastic works Since I found this app I have enjoyed all the different stories that I have listened too. My problem is my finances will not allow me to purchase points. So all I can do is watch the adds an build up points when I have time. I am medical retired. Just wanted to thank the authors and the staff in all the hard work they do
1,1,Week 1,1435,Lone_Wolf_007,3,Neutral,,Monetization & Pricing,Too expensive / high coin cost,Good app This is a really good app I love what it offers it just cost to much I have to spend like $500 just to listen to what I want for 5 days at 8 hours while I work if only that made it cheaper or at least made the packs have more credits in them of the episodes cost less. Other than that it’s really good!
1,1,Week 1,1442,VeeFynn,5,Positive,,,,Books It’s a very good app I love it been listening for almost a year now.
1,1,Week 1,1449,Alutons,4,Positive,,,,Decent Nice enough to keep so far. The stories are decent and you can lose track of time in them
1,1,Week 1,1456,Mama Bear don’t mess,1,Negative,,Monetization & Pricing,Ads gating / too many ads,"Disgusting YouTube Ads ""I cannot count the number of sexually explicit, gruesome , misogynistic and offensive ads that I’ve seen on my YouTube. Sometimes my daughter has my phone and I have to rip it away from her when one of your hideous advertisements comes on. I have blocked and reported every single one I see, but they keep appearing. Fix your YouTube ads, and figure out how to get to your audience without using the lowest common denominator. Not everyone is desensitized to rape, sexual assault and evil like you are."""
1,1,Week 1,1465,Change nothing’s,5,Positive,,,,The stories They should be a book series
1,1,Week 1,1472,Nica jose,5,Positive,,Content & UX,AI voices / quality,"""It's great, I'm on Mail 190 and it's good, I'm watching three chapters a day, honestly."" ""I'm on chapter 1190, this is great, I recommend it, it's more interesting every day."""
1,1,Week 1,1484,Braidqueen222,5,Positive,,,,Stories How come yall don’t have any African American stories on this APP?
1,1,Week 1,1491,Wednesday Rain,5,Positive,,,,Cool app. Great stories!
1,1,Week 1,1498,kdgjr,3,Neutral,,Monetization & Pricing;Playback & Performance;Content & UX,Too expensive / high coin cost;Offline / download issues;Visual vs audio expectation;AI voices / quality,Everything was good until I have sat here and paid money so I could continually listen to my favorite audio called vampire system so I have ran out of money to keep on paying to keep on listening to this video so therefore I went onto the free coin selections and did all the requirements by downloading a bingo game and it say I have to pass level 10 once I have did that I did not receive coins after completing the requirement and now the free coin selection is glitching. I will really like if y’all fix this situation. so I can continue being a customer or else I would have to delete it.
1,1,Week 1,1505,chomongoi,5,Positive,,,,The hardest app I love most of the series and stories.
1,1,Week 1,1517,Bobbyflame82091,5,Positive,,Monetization & Pricing;Content & UX,Too expensive / high coin cost;AI voices / quality,Great app great stories just small discrepancy So the app itself is great and the stories I’m listening too are actually really good the only issue I have is the waiting part to unlock new episodes and the fact there is no way around it god forbid I buy some tokens wich in guilty of because I’m dying to know what happens next on my vampire system (highly recommend)if you earn or buy coins when you get ahead on episodes instead of the wait being the next few hours or within 24 hours they end up jumping from a few hours essentially the next day to 48 hour wait for like 2 or 3 episodes and one other thing that kinda has me reluctant to buy anymore coins is the prices and the price itself isn’t bad but what ruins buying coins is before buying coins episodes are one coin to unlock and further down they may say 2 coins to unlock but as you start to unlock episodes you end up depleting your coins super fast because outta nowhere after a few episodes for one or two coins as you progress episodes jump to being 5 coins 7 coins per unlock of a episode and that is what ruins buying coins no bang for your buck what you end up paying 50$ worth in coins can be earned doing tasks in a matter of a hour or two just grinding tasks and even then after earring all those coins they are gone that very same day if they didn’t raise the wait time and amount of coins to unlock episodes I’d be more likely to just buy the coins instead of wasting my time doing tasks it either then that this is a great app
2,1,Week 1,1527,Mzbhaven4u,4,Positive,,Monetization & Pricing,Too expensive / high coin cost;Ads gating / too many ads,Pocket FM audio I enjoy the story I’m listening to however it’s not what I was expecting. You only get a few chapters of a story and then you have to listen to ads which still give you one or 2 more chapters. The other option is to BUY COINS!! They can add up. Of courses the more coins you buy the more chapters you can listen to. So far I’ve spent over $50. and I’m still not done with this one audio story. I could have bought several books for that amount of money. Because I want to know how the story ends I will continue. BUT BEST BE ASSURED I’m DELETING THIS  APP AFTERWARDS!!
2,1,Week 1,1534,Anna,3,Neutral,,Content & UX,AI voices / quality,"""Was 5 star, now won’t play through my AirPods"" ""I’m autistic and I love this app because it has a limit to how much you can listen to at one time. Each time my time is up it reminds me to get up and stretch my legs and then refocus on MWork before I play the next one. Now all of a sudden, I can’t play the story through my AirPods, even though my AirPods still work in other apps. The only thing I can think of is that since this app was updated, it interfered with the functioning of my AirPods. Please fix this so I don’t have to stop using the app."""
2,1,Week 1,1541,polpoikjnnjja,1,Negative,,Content & UX,AI voices / quality,Changing narrators I don’t understand how you decide to change narrators halfway through a book that doesn’t make any sense or reason completely ruins the story
2,1,Week 1,1548,msdagotx,1,Negative,,Monetization & Pricing,Subscription needed / request,Hate the new app update Normally love the app but i hate the new update. Love listening to the books I listen to about four or five. But I hate having to listen to the same one that I’ve already listen to because the new app won’t let me look at which one I left off.
2,1,Week 1,1555,Marinchen214,2,Negative,,Content & UX,Visual vs audio expectation;AI voices / quality,"Quality decreases ""Unfortunately, the stories are far-fetched. There's a film at the beginning, then it's just pictures, then other or fictional people in the pictures... In Nora's Secret, at some point there are no pictures at all, and in The Model and the Millionaire, the pictures are fake and sometimes really ugly. I think they should at least stick with the same models."" Room for improvement :)"
2,1,Week 1,1571,1ziPpo,5,Positive,,,,Good Very cool
2,1,Week 1,1578,omggeorgina16,1,Negative,,Monetization & Pricing;Playback & Performance,Too expensive / high coin cost;Ads gating / too many ads;Offline / download issues,"Don’t bother downloading ""The audiobooks are great don’t get me wrong,but the amount of ads is overwhelming. You can tell the creators of the app are just money hungry. To unlock 2 episodes you need to watch 26 advertisements. Sure you get 18 mins of free playtime a day but then you watch advertisements to unlock more. Coins are extortionate as well, to unlock one 9 minute episode it’s £1.50. Unless you want to watch 30 minutes of adverts for 18 minutes of playtime don’t bother downloading. Once over finished this audiobook I’m deleting the app!"""
2,1,Week 1,1587,JohnGotti93,5,Positive,,,,Excellent Love this app it keeps me upbeat and in tune with my inner child
2,1,Week 1,1594,Bummer Z,1,Negative,,Monetization & Pricing,Too expensive / high coin cost;Misleading ads / bait-and-switch,Scam sell your identity for coins The coin system and made it based on streaks so you get less episodes and the coins they offer you on the third day or not 25 they lieAnd they offer ways to get free coins but they ask for personal identity information to get coins and their legal notice states they are not responsible for what third parties do with you info.
2,1,Week 1,1601,HadesN,1,Negative,,Monetization & Pricing;Content & UX,Ads gating / too many ads;AI voices / quality,"Too much spam ""I have """"blocked"""" no less than 100 cheap AI generated ads on Youtube in just the last 2 weeks after having to listen to over 200 versions of the same stupid vampire story."" ""I cringe now when I have to hear the endless ads or the names of the characters they actively shove down my throat. If they were actually successful, they wouldn't need to spam people to read their garbage."" ""Good stories are shared by PEOPLE, not discount garbage ads. I cant condone a product that has turned into more harassment than entertainment."""
2,1,Week 1,1610,sthapat,1,Negative,,Monetization & Pricing,Too expensive / high coin cost;Misleading ads / bait-and-switch,Unable to read stories Earlier we were able to read stories saved in our library for which wr made purchases for couns but now all stories are gone only audio series showing. Waste of coins and money
2,1,Week 1,1617,Ace craft 1985,1,Negative,,Monetization & Pricing,Too expensive / high coin cost,Great app full of pure greed App is fine books are high quality but the price is just so insane so far beyond anything else on the market it’s just not even worth considering so much potential ruined by pure greed.
2,1,Week 1,1628,Gothic Toni,1,Negative,,Monetization & Pricing;Content & UX,Ads gating / too many ads;AI voices / quality,"Do NOT bother ""I’m sure that the majority of you installed this app after hearing an hour’s long ad on whatever platform, but please DON’T waste your time on this app!"" ""What you hear on the ad is a COMPLETE different version of the story on here! Especially after Chapter 10/11! It’ll completely change the narrator, details of the story, and the storyline!"" ""I had to stop listening to The Alpha’s Bride on here, because the ENTIRE story changed! Talia’s hair went from going completely silver to copper, Marcy (Alpha’s daughter) was undoing Alpha Damon’s buckle to her “pleasuring him,” Alpha Damon recognizing that Talia was his mate from when he sniffed her and the Alpha’s guards ran up to them, then Alpha Edward (Talia’s tormentor) started a fight with Alpha Damon, and this is where I stopped listening to the story on this app!! The narrator is a borish narrator, and this female narrator does ALL the voices of the characters!"" Please DON’T waste your time installing this app!! Uninstalling IMMEDIATELY!!!"
2,1,Week 1,1639,Kirianderson,5,Positive,,Localization & Availability,Missing languages / dubbing,Free You can tell the translation is a little off but the stories are great
2,1,Week 1,1646,thehatchfras1,1,Negative,,Monetization & Pricing,Ads gating / too many ads,"Please report App to Apple / Ad SCAM!!! ""Tells you watch 2 or whatever the amount of ads to get more episodes unlocked and after you watch the ad most of them do not close and they do not give you credit so you may watch 8 ads and get credit for 1. That is misrepresentation in the App. They fixed the issue for a short period of time, then same ole, same ole"""
2,1,Week 1,1655,Mrs nicknamed,2,Negative,,Content & UX,AI voices / quality;Too slow unlock / few free episodes,New update New update contains lots of glitch not unlocking free episodes everyday everyday same message next free episode available in 24hrs
2,1,Week 1,1664,Wonkyknob,4,Positive,,Monetization & Pricing,Too expensive / high coin cost;Subscription needed / request,Fabulous This is a good app but I’d rather have a subscription service than the coins. I’d never buy coins but I would definitely buy a subscription.
2,1,Week 1,1671,4upan,1,Negative,,Monetization & Pricing,Too expensive / high coin cost,"""At first I was excited, but not anymore."" ""At the beginning, you got five episodes a day for free. Now it's just one, with 600-900 episodes, one story per episode. Should I watch one episode a day for three years? I'm sorry, but the prices are too high."""
2,1,Week 1,1683,Woccswrld,4,Positive,,Monetization & Pricing,Subscription needed / request,Great app but… I love the stories and its a great app but it feels like a pay to play game lol if u want to listen to more than a couple episodes a day youre gonna have to pay i think they should implement different tiers of subscriptions or something to make it cheaper
2,1,Week 1,1690,Josephpost33,1,Negative,,Monetization & Pricing;Content & UX;Payments & Support,Too expensive / high coin cost;AI voices / quality;Support unresponsive,Rip off Ok so I am diamond level I spend 50 to 80 daily and the past 3 times I haven’t gotten my 30% bonus coins and no response from them in support chat stories r great
2,1,Week 1,1699,@7$);46$&$,5,Positive,,Monetization & Pricing;Content & UX,Too expensive / high coin cost;Too slow unlock / few free episodes,"A scam? ""The stories are pretty good. Needs better grammar and closed captioning. You can supposedly get free episodes y doing surveys but that appears to be a scam. You can sopposedly do as many surveys as you want and earn pin to unlock more of the stories, but they cheat you out of the and award them to you. Plus they let you listen to several of the episodes just to get you “hooked” and then cut them drastically down to get you to purchase coins in which you can quickly run up a tab into the $$hundreds of dollars."""
2,1,Week 1,1706,Taj555,1,Negative,,Monetization & Pricing,Too expensive / high coin cost,Scam don’t waste time and $. They charge so much to buy coins and that changes every time.  Use to be able to get so many episodes every 24 hour now’s it’s changed to 48 hours.  It will take me over a year to get to listen to entire episode even buying coins. I can listen to audio books way cheaper!   I also notice they respond to those that give high marks but pretty much ignore any low marks. Don’t waste your time and $.
2,1,Week 1,1713,Imokreallynot,4,Positive,,Content & UX,AI voices / quality,"Diverse selection of stories ""Good selection of stories, only downside is the adds are not what happen in a lot of the stories, a lot of AI is used in them and little details will sometimes flip flop in different chapters but for a free app, and free stories (as long as you have enough patience to wait for chapters to unlock), it is a fun way to pass the time."""
2,1,Week 1,1720,Jewel521,2,Negative,,Monetization & Pricing;Content & UX;Localization & Availability,Too expensive / high coin cost;Subscription needed / request;AI voices / quality;Region restrictions,"Inconsistent ""While I do enjoy the app, I can only enjoy in batches. I have unlocked so many episodes and it will be there one minute and if I go back in an hour it tells me it’s not available until the next day. I strategically unlocked hundreds of episodes without listening to the story, one day when I was about half way through the unlocked episodes, I logged out. When I came back it said what was once unlocked wasn’t available until 48 hours. That’s also another issue, it will tell you anywhere from 10 hours and then will change to 48. It is not fair that the app is inconsistent and the efforts people put in are taking away. Once I finish the series I have already started, which seems like it’ll take another 6 months, I will be deleting the app. It’s not worth it the little bit of episodes they allot a day will make it take at least 3-6 months to finish a series if you don’t want to spend for coins."""
2,1,Week 1,1729,MucinexMonster,1,Negative,,Monetization & Pricing;Content & UX,Too expensive / high coin cost;AI voices / quality,expensive and needs polishing app uses your coins -without asking- to continue listening. stories seem like they could be generated/ influenced by AI and cost upward of 30 dollars because you can only buy individual episodes. the scam is to get you to do surveys for coins which are priced at 20$ per 400 coins and thousands of episodes per series
2,1,Week 1,1739,The night demon,5,Positive,,Monetization & Pricing;Content & UX,Too expensive / high coin cost;AI voices / quality,"My vampire system ""My vampire system is truly been one of the best stories I’ve ever heard. Unfortunately, I have been listening to it for the last 56 days straight and put over hundreds of dollars into the book and haven’t been able to finish it. The coins are way too expensive. I would rather buy the book for $100 then keep paying money for coins every day that’s ridiculous. But for real, I’ll check out the audio my vampire system. That’s honestly the best one on here Quinn is the man"""
2,1,Week 1,1746,NATE_ANNUAL_,1,Negative,,Monetization & Pricing;Content & UX,Too expensive / high coin cost;Subscription needed / request;AI voices / quality,Sad world we live in to pay to read Why would someone spend coins daily when they can just buy the whole book on audible for a one time purchase this app is a rip off when you think about it truthfully
2,1,Week 1,1753,Killzone1606,1,Negative,,Monetization & Pricing,Too expensive / high coin cost;Subscription needed / request,Terrible expensive. No subscription system they just slowly charge you more coins the deeper in you get
2,1,Week 1,1760,M-1550,5,Positive,,,,Great Great
2,1,Week 1,1767,Omnivic,1,Negative,,Monetization & Pricing;Content & UX,Ads gating / too many ads;Misleading ads / bait-and-switch;AI voices / quality,Audio books don’t seem to work with no audio. Found the stories interesting from Facebook ads.  Second time listening to it and it paused itself as I was checking a webpage. Audio never started again. Guess it’s back to actual books for me.
2,1,Week 1,1774,Ikkushanu,5,Positive,,,,Kodisharan Very nice story
2,1,Week 1,1781,Daisymhg,1,Negative,,Monetization & Pricing;Content & UX,Too expensive / high coin cost;AI voices / quality;Too slow unlock / few free episodes,To costly and too long I’m deleting this app.  Too costly and takes too long to wait on free episodes.  Cost too much to keep getting coins.  There should be an option to just buy the audio book.
2,1,Week 1,1790,roish18,4,Positive,,Content & UX,AI voices / quality,"Different beaches ""I really enjoyed this app and I’m still enjoying my first book, but I would like to create it to allow us to upload other versions of media besides Instagram as I’m one of those people who doesn’t use it if we could use photos for our stories would be appreciate it to have that option"" ""As we don’t, it’s very saying how to upload photos. There should be more of that option for those who don’t use certain apps."""
2,1,Week 1,1798,Nags m,4,Positive,,Content & UX,AI voices / quality,Design and user friendly This app is really good particularly voice is too good but not user friendly and if I change my number again I need unlock every that is very bad please change login not number like mail and password or in Netflix gmail login like this create login and few stories I am unable to find if I search few stories it’s not showing please change the issues. Please tell us a motivational stories with a good voice
2,1,Week 1,1805,Brinavilhagratistilleggsgreier,1,Negative,,Monetization & Pricing;Content & UX,Too expensive / high coin cost;Ads gating / too many ads;Misleading ads / bait-and-switch;AI voices / quality;Too slow unlock / few free episodes,"Sabrina ""Coins Get more and more expensive every day, and the amount of daily free episodes decrese everyday. Today i got ONE free episode of the book im listening too. Ads online say i can unlock free episodes by watching comercials. Thats a lie. There are no options for it."""
2,1,Week 1,1812,LilBiddyDee,5,Positive,,,,The Duke’s Masked Bride Love it!!
2,1,Week 1,1819,KMS9756,3,Neutral,,Playback & Performance;Content & UX,Offline / download issues;AI voices / quality,Updated iPhone!!!!! I love the app but when I updated my iPhone to the 16 pro max I could no longer download the app. I have been listening to 5 books and mostly on the 400-500 episodes on each. I am very disappointed and won’t be happy if I have to start all over again. What can I do?  I am vested in the stories and characters.
2,1,Week 1,1828,rdkaarthick,1,Negative,,Monetization & Pricing,Ads gating / too many ads,Too many ads Why are there ads in between episodes? It’s too annoying even to listen to a story…feel like uninstalling the app.
2,1,Week 1,1839,Robearski,1,Negative,,Monetization & Pricing,Too expensive / high coin cost;Subscription needed / request;Ads gating / too many ads,"Don’t waste your time ""They let you listen to a little each day for free but if you buy coins or listen to commercials then the freebies go away for 48 hours. The commercials used to be tolerable but now they use all kinds of tricks to keep you trapped in ads (for coins to listen) and now the ads have gone from being semi tolerable to extremely long and occasionally inescapable (with no way exit, arrrg!!!) Do yourself a favor and use an app that has a subscription service or is free through your local library.I hate being taken hostage by the current system; unfortunately, I got hooked on some of their stories so it’s tough to walk away.Play it smart and don’t get hooked here. You’ll be the better for it."""
2,1,Week 1,1846,Alarm567,1,Negative,,Content & UX;Payments & Support,AI voices / quality;Billing / refund / trial issues,Stealing money WARNING: Do not use this app or purchase anything off it they have been stealing money from my account without consent. I have contacted them via email and they refuse to give me back a refund. I have also contacted apple to request a refund but they also refuse.
2,1,Week 1,1854,gillygunz360!,2,Negative,,Monetization & Pricing;Content & UX,Too expensive / high coin cost;AI voices / quality,"Smh ""Amount of hours you have to wait to listen for free  you get like 12 episodes which are less than then 8 mins you buy coins you end spending a lot just give a set price for series it was fun until I had to 15hrs for 10, 6 minute episodes wacckkkk"""
2,1,Week 1,1861,Apple0900,1,Negative,,,,App needs work The app needs to be updated so in place of only getting 1 or 2 episodes after several hours should get 6 or more. Takes forever to listen to a book.
2,1,Week 1,1868,EnoonAgain,1,Negative,,Playback & Performance;Content & UX,Offline / download issues;AI voices / quality,"Bad eps 1818 My Vampire Sysrem ""I started listening to this episode when the app went nuts and now it does not let me listen to it. I suggest you fix this. I cannot continue listening to My Vampire System AI generated terrible writing.  Thanks Plus there is no way to get help for it. I rebooted. I downloaded the eos, and do on."""
2,1,Week 1,1875,Socalsf,2,Negative,,Content & UX,Visual vs audio expectation,Everything with video I liked watching your videos. I would rather watch because you see the emotion and contour throughout.
2,1,Week 1,1882,Kseal25,1,Negative,,Monetization & Pricing;Payments & Support,Too expensive / high coin cost;Ads gating / too many ads;Billing / refund / trial issues,Too Expensive When you pay what I have and still get these stupid watch 20 ads to unlock one episode… I think I need a refund for all I have spent!!!
2,1,Week 1,1891,WAS committed,1,Negative,,,,"Disappointed ""Why did you remove “Cursed by blood, fated to the Alpha”?!?!?"""
2,1,Week 1,1898,Tallahassee337,1,Negative,,Monetization & Pricing;Content & UX,Too expensive / high coin cost;Ads gating / too many ads;Story mismatch vs ads;AI voices / quality,"False advertisement everywhere. ""I actually liked this app somewhat. I think the pricing system is outrageous but it has some very unique and interesting stories and is user friendly.That being said, I am tired of seeing advertisements for stories that our nothing like the stories. It has gotten so bad that I just watched an Ad for MVS that had Edward Cullen, name and appearance as the main character.Isn’t this aggressive false advertisement illegal? It’s also unfair to readers and to the creators of the content."""
2,1,Week 1,1905,Tobuy,1,Negative,,Monetization & Pricing;Content & UX,Too expensive / high coin cost;Subscription needed / request;Visual vs audio expectation;AI voices / quality,"They steal your coins be very careful This has happened to me twice once with 350 and once with 409 ""They never respond to you about your missing coins. They’re just hope that you keep going. Keep buying keep looking at videos and keep listening and let your coins keep disappearing You are a cricket, cricket and sneaky and deceitful I talk to my sister last night because she’s sick and she needed to talk about her procedure so I set up and did a lot of videos last night. I had 409 videos when I went to sleep so now I’m going to take a picture of my videos and I’m going to post them on your website. This is the second time it happened to me and evidently you don’t care. I started turning off your website to make sure that nothing happens I don’t know how this is happening. I am at the end of the Duke and the bride. I am almost at the end of the millionaire accidental bride. I can’t watch anymore. Duke and I only can watch the accidental bride unless I give up points. I turn my iPad off so it doesn’t play. This is the second time this happens to me last time you took 350 coins from me this time you took 409 for me I went to bed at four something this morning, I turned off my device so if my device is turned off, how in the heck can I have zero coins so I’m gonna give you one more chance and I truthfully hope that people stop listening to you because I know I’m not the only one that this is happening to you don’t care if it happens to me again I’ll just read a book. I enjoy these two pocket FM but they’re not worth it dealing with somebody who is deceitful and not honest. I like honest people I don’t like sneaky people I told you about the 350 you didn’t care now 409 coins and my devices are turned off and you do not care you don’t care about your listeners. I tell people about you. I would never tell anybody about your pocket FM ever again and I will report this to Apple as well and I’m trying to find a way to rate you all as a zero as a cheater as a dishonest pocket FM."""
