timestamp,day,reviewer,stars,text,platform
12:01,122,Victoria Cason,2,"they advertise several different versions of a story like my vampire system, but they only have 1 version available. so it's false advertising.",Android
1:02,123,Adam,1,"Quinn Allen was bleeding from his butt, just wanted you all to remember this add.",Android
1:02,123,ANJALI PAL,2,premium lene ke bad bi kuch story me coin se episode unlock krna pad rha hai.. to kya Mai jan skti hu aise kyu hai ..coin he use krna hai to premium kyu lena chaiya please can you explain coin system or premium policy..,Android
1:02,123,༺ Nozomi ༻,1,"decepcionada totalmente ,una amiga me recomendó está aplicación porque dijo que se podía crear obras originales ,no he echo nada más que subir los primeros episodios y me bloquean los episodios ,me ponen que es por temas sexuales y políticos mi obra no tiene nada de esos temas así que su sistema es automático y bloquea obras al azar ,he mandado una apelación y según su respuesta desinstalare o no la aplicación"" ""Totally disappointed, a friend recommended this application to me because she said that you could create original works, I have done nothing more than upload the first episodes and they block the episodes, they tell me that it is due to sexual and political themes, my work has nothing to do with those themes so their system is automatic and blocks works at random, I have sent an appeal and depending on their response I will uninstall the application or not",Android
2:33,125,Laura Bonilla,1,the stories are amazing. my phone keeps telling me that the app is slowing down the performance. it uses my battery super fast. I might have to uninstall.,Android
4:01,126,Daniel Delle,1,"The prices they charge for listening to 10 minutes of a story or a book are outrageous. The next time I listen to a book, it will definitely be on Amazon. I'd pay maybe $20 for a book, not what they're asking for, like $200 or $300. It's an absolute disgrace to even offer such an app. And yes, the stories come from books, and you can also buy audiobooks on Amazon.",Android
4:01,126,Suresh Babu,1,"Why the Auto payment option only for premium subscriptions. If we need it we will make payment and listen. If we don't like it next month we will not take it premium. That is customers option. Last before month I took a premium and last month I'm busy so I cancelled Auto payment. now I'm trying to take premium payment not working correctly. i tried different payment method,But its not work. Please do to changes ASAP. 1. Add manual monthly option. 2. Fix the above payment problem in your App",Android
4:32,127,James Nault,1,I have to manually play next episode the auto unlock feature somehow don't exist anymore. went from enjoying to impossible to listen to while driving,Android
5:34,128,Edwin Watson jr.,2,deleted to free up storage,Android
5:34,128,Shaun B,1,"After completing listening to My Vampire System, I was shocked to see new promos advertising it. The new promos show a story so far removed from how it actually is written. One that really sticks out is the introduction of Ironman. Whoever decided that this was a sure-fire way to make this story attractive to potential downloads is nothing more than false advertising at best and a total lie at worst.",Android
7:01,129,Jim W,1,wish I could give negative stars this app is horrible on to many levels to list,Android
7:49,130,Jeremy McDonald,1,"unlimited ads, limited battery. watching ads to unlock the episodes is cool, but constant ads during the episodes is draining my phone battery. The ads also interrupt the episodes from playing after they are unlocked by watching ads. The current story is almost done and I'll be uninstalling when it is.",Android
8:32,131,tessa hughes,2,"I like the story. but I tried to use the free points and now my whole entire inbox is flooded yet I never received the point. I contacted support they said I didn't complete. if I didn't complete how are they raiding my inbox and calling my phone. it said add info and then done. go with the red, green and blue if you try. I didn't want to finish the story. but it's getting to the point I will read a book. just be careful",Android
8:32,131,Braden Kroeker,1,I really love this app. if they fix the bug where it takes away you're free episodes then I will change my review to a 5 star,Android
9:00,132,Anjaneyulu E,2,lots. of bugs,Android
9:00,132,Cristal Townsend,2,"I enjoy listening to the books and utilizing the app. However, here lately, it will not open properly and my phone says Pocket FM is not responding and asks me if I want to wait. I am utilizing an older phone Galaxy S5, if that is the problem, please let me know. Thank you.",Android
9:00,132,Andrea Jimenez,2,I would become a member if you did not have to buy coins. if there was a subscription like the other apps I would ssssooooo subscribe. I love what i can see but I will not spend hundreds of dollars just to watch a complete movie,Android
9:00,132,Christopher Navarro,1,"pésimo, después de unos cuantos capítulos solo empieza una narración mal hecha"" ""Terrible, after a few chapters it just starts with a poorly done narration",Android
10:01,133,Rajendra Awasthi,1,good,Android
10:02,133,Carrie Hall,1,"I dropped my review from 5 stars to 1. My reason is this: 3 days ago I purchased the subscription where you get a month free of ads. You're also supposed to get a 3 day free trial, an allotment of coins etc. My card is supposed to be charged tomorrow (8/12/25) and I never received any part of this """"free trial"""". I immediately notified them when I knew it wasn't working, sent every screenshot they'd need. their tech replied asking for every screenshot I'd ALREADY SENT in my bid for help. useless!",Android
10:02,133,Sanu Jatt,1,"pocket fm only show those stories who they want to not consider the listeners choice . really you guys removed the story jo mai last night tk Sun rhi thi even still kuch stories esi hai jo ki permanent he remove kar diya hai like , love marriage sayapa, devil's innocent love etc . those stories are ok . I really not like your new story which you use AI just to save money . really Disappointed with Poket fm , after so many years I really need to switch to something other .",Android
10:02,133,Shivani Salaria,1,scam app. mere Google pay se paise nikal liye is app ne. main fIR krugi in logo ki,Android
10:02,133,Sultana Begum,2,the voice quality is not very good,Android
10:02,133,Wesker,1,Stay away from these thieves. i bought some coins. without my permission/confirmation coins get used. when reaching out to the badly working support. more excuses are being sent. and guess what; no refunds because the coins are used to unlock things (without my permission/confirmation) So if you want to give this app a try you can but NEVER ever buy any coins.,Android
11:30,134,Pushpendra Lodhi,1,good,Android
11:30,134,Sanjeev Sharma,1,I purchased Pocket Premium for a year but I am not getting its benefits nor am I getting any customer support. There was one hour free episode daily but that is not there and there was 5 hours instant unlock but that is also not there. I have to spend coins for every episode I listen to so I am very disappointed. Customer Care Enter your number in your app.,Android
12:01,135,Boneyface Lopes,1,very bad I purchased coins but it is audio only. the address was in video,Android
12:01,135,Pramod Raigar,2,"Parts come one by one, that's why there is no interest in it and it doesn't move smoothly even in you",Android
1:32,136,subhendu bodhuk,1,deu to technical issue app not working properly,Android
1:32,136,Samzaing Zanme,1,"Only still pictures in the app, don't use this.",Android
1:32,136,Bryan,2,was good till the update have not been able to get into the stories anymore plan on deleting the app if I lose my daily streak and re rate at 1 star wishing I could put zero lots of money wasted for the app not to work right,Android
1:32,136,MARCO GOMEZ (SONIDO LA CHONA MX),1,muy caro . pocas formas de conseguir monedas very expensive . few ways to get coins,Android
2:31,137,Abhishek Abhi,2,wow,Android
3:00,138,Roisin Day,1,Watching ads for free coins doesn't work. Stories misrepresented costs too much to listen to a full story or you have to wait a long time.,Android
4:32,139,John Reigle,1,"It says """"watch one more ad"""" and it's really 3 ads. Try pushing the """"x"""" button to close the ad and it automatically opens and sends you to their site. I DON'T WANT YOUR STUPID PRODUCT OR YOUR APP!!!",Android
5:35,140,Lakhvir Singh,2,my subscription was cancelled two time. but why,Android
5:36,140,M.R,2,My pocket fm premium cannot reactive,Android
5:36,140,PANKAJ DARJEE,1,खराब ऐप्लिकेशन खोलने के स्टोरी चालू नही हो रहीहे Story is not starting after opening bad app,Android
7:34,141,Bhavana Chakki,1,some stories are missing,Android
7:34,141,ANJANA TOURIST,1,"ഇത് വളരെ മോശമായിട്ടുള്ള ആപ്പ് ആണ് പൈസ വെറുതെ പോകും കൊടുക്കുന്ന പൈശക്കുള്ള ഗുണവും ഇല്ല ""This is a very bad app, the money is wasted and there is no value for the money you pay.",Android
7:34,141,Mamidala Srikanth,1,ok,Android
7:34,141,Dj Osam,1,boring,Android
8:32,142,Carol Virnala,1,can cost you hundreds of dollars to listen to a book.,Android
9:01,143,Jaxon Oyler,2,"I've had it with this app. I don't know how many times I've had to use coins to listen to an episode that I've already listened to and it just happened again. I used my last 14 coins for an episode I listened to about an hour ago. And even the following episode I listened to earlier has a fee. The stories are good, but the app isn't. It's been a struggle to use, not getting credit for several ads watched. I chose the first three stories, but I have 15-20 different ones opened.",Android
9:01,143,Samir Mirza,1,osm,Android
9:01,143,Maria Blamaki,1,"bei öffnen stütz ab, bei lesen stütz ab. Bis ca. 10 Folgen läuft als Film. Dann Bilder mit Unterschrift . Das geht wirklich nicht. So was kann man nicht lesen ,sehen ,Schrott ."" ""When opened, it stops; when read, it stops. It runs as a film up to about 10 episodes. Then there are pictures with signatures. That's really not possible. You can't read or see something like that; it's rubbish.",Android
10:08,144,Dayna Jones,1,Dear Google. Pocket FM is deceptive and misleading in its add watching to unlock episodes. It said watch one add and unlock three episodes. None were unlocked. instead it changed to watch eleven adds to unlock three episodes. This has been ongoing for months. Pocket FM has been notified and has done nothing to fix this issue,Android
11:31,145,Golu Raj,2,guij,Android
11:31,145,Tabitha Lowery,1,Did not like the app and now I can't delete it.,Android
11:31,145,BHARATHI DEVI CVS,1,app is not downloading fix this problem,Android
11:31,145,kyle unwin,1,it messes you about starts off with 10 free episodes every 24hours. then 4 episodes every 48 hours. the offerwall offers you to download games to earn free coins however they never pay out and pocketful runs it as a seperate site. you recieve a generic email before finally being told you didn't download from them when you did. waste of time and money.,Android
12:06,146,Rokibul mahamad,2,nice,Android
12:07,146,Fikret Aktas,1,"Pocket FM reine Abzocke. Für 300 coins nicht mal 12 Folgen bekommen Die klauen dir die Coins ohne Scham. ständig ist eine Folge die Hälfte wiederholen von der Vorherigen. Ist auch nicht das erste Mal sondern andauernd Will mein Geld zurück Am liebsten würde ich garkeine Sterne mehr geben, wenn dies ginge"" ""Pocket FM is a complete rip-off. For 300 coins, you don't even get 12 episodes. They steal your coins without shame. Each episode is constantly repeating half of the previous one. It's not the first time, but it's happening all the time. I want my money back. I'd prefer not to give any more stars if that were possible.",Android
1:01,147,Keith Adams,1,I am very disappointed in have been very consistent with my sign in every day have not missed. I woke up this morning after watching several episodes yesterday for your program to tell me that I infect had not watched anything yesterday and ended my streak till you fix this the rating will continue to be 1 and I will make sure to try and convince as many people as I can to give your reviews.,Android
1:31,148,Di Fi,1,pay per episode.,Android
2:36,149,Hitesh Parsana,2,Good,Android
3:01,150,Govind Rai,1,bad app,Android
5:31,151,Autumn Rose Beaudry,1,I hate the wait time and hate having to buy coins please remove both of them so I can list in peace,Android
7:01,152,Shyamsundar Mandal,1,bekar single,Android
7:01,152,Regiemar De guzman,1,"palaging nag loloading kahit May load namn ako pag nag tap na ako ng gusto kong pakinggan na series ko loading lang paki fix nga nakaka inis ""It's always loading even though I have a load. When I tap on the series I want to listen to, it just loads. Please fix it. It's annoying.",Android
7:35,153,Matthew Adams,1,will change from 1 to 5 stars if you fix it. for 2 weeks it won't load any books up when I click on something. shows a circle loading and that's it.,Android
8:36,154,Chitra Saxena,1,Good pi,Android
9:01,155,Alice Graham,2,too much money to listen to storytelling,Android
9:01,155,Tyler P,1,cuts in and out of service. eats through you battery quickly nnb,Android
10:01,156,Lokesh Ganesh,1,llots off bugs and marketing activities in the app instead of stories llots ads,Android
10:01,156,Kir Sten,1,"Am Anfang können relativ viele freie Episoden pro Tag gehört werden. Das wird aber im Laufe der Zeit immer weniger. Die freien Episoden können durch Werbung erweitert werden, hier nimmt die Anzahl der Werbung immer mehr zu, sodass man irgendwann bei 10-14 Werbeanzeigen für ein bis zwei Episoden ist. Ich kann aktuell nur noch eine freie Episode pro Tag hören und bekomme nicht mal mehr die Möglichkeit diese durch Werbung zu erweitern. Für mich ist diese App daher Augenwischerei"" ""At the beginning, you can listen to a relatively large number of free episodes per day. However, this decreases over time. The free episodes can be extended with ads, but the number of ads steadily increases, so that eventually you end up with 10-14 ads for one or two episodes. I can currently only listen to one free episode per day and don't even have the option to extend this with ads. For me, this app is a waste of time.",Android
10:30,157,VISHVA VISHVA,1,don't Subscribe After subscription they asked asked coins for extra episodes worst application they are sometimes cheating not giving proper episodes day by day,Android
2:31,158,Afsal Muhammed,2,story's was good but app is too hang and very lag,Android
2:31,158,suraj burnwal,1,bakwas,Android
3:01,159,Jagat Phukon,1,ok,Android
3:01,159,barfightin,1,"bandwidth and memory hog, auto play starts in on position and will eat your coins up rapidly since each 5 to 10 min segments are not cheep cause the over all book way to expensive, free unlocks don't always unlock, and if you do use coins to unlock an episode you don't get the time back to free unlock so you have to wait 72hrs or so, very glitchy and auto-unlock button disappears causing coins to be use, due that it starts in auto play on position, so no multi tasking have to babysit app",Android
4:01,160,Rajdeep Gupta,2,"Worst app, I got 100 coins after completing an audiobook series but Somewhere they launch Auto unlock which Can waste my all coin without uny permission. Then I buy 80rs coin but It buy automatically All episodes which i don't want. Than I collect 60 coins But it automatically buy episodes and waste my coins. When I see where coin gone then they show I buy episode from audiobook which I unlocked by Watching add. This Way This app wasting our coin Without permission. remove/Ban Auto-unlock.",Android
4:01,160,remy butez,1,"rien avoir avec la pub de base . je pensez a des mini série. mais finalement njuste une histoire d un livre mal raconté . passez votre chemin appli plus que mauvais ""nothing to do with the basic ad. I'm thinking of mini-series. But ultimately just a story from a poorly told book. Move on, app is more than bad",Android
4:31,161,Kaushik Kalita,1,"worse app, I completed survey for coins but coins not added.",Android
4:31,161,V.K.S.S.RAMARAO YANDAPALLI,1,I have completed 100th level in Sweet Candy to earn coins. but after completion i didn't get coins and also offer not shown in list. Don't waste your time on free coins it is completely useless...,Android
4:31,161,Brendan Barnes,2,"the books them self are good but the cost to unlock episodes are very expensive 7 or more credits,so it cost about £30.00 to listen to a single book,if you decide to try unlock by watching ads you need to watch 7 ads for an episode at 10 minutes long and that is your daily limit of unlocks. you could also do surveys but answer 20 question and half the time you dont get the reward.i am seriously thinking about removing the ap.",Android
4:31,161,Waldemar Dill,2,"gute Geschichten aber um zu Ende zu hören reichen 100€ nicht. Abzocke.. ""Good stories, but €100 isn't enough to listen to the whole thing. A rip-off.",Android
5:36,162,Business Kikstart,1,i love the story but app is crashed frequently hence i uninstall this application sorry,Android
7:01,163,Ty Stockton,1,"Constantly freezing and shutting off, extremely stressful when trying to work.",Android
7:01,163,Techno Gyan,2,when do you complete survey or tasks to earn coins by wasting your time it don't give you free coins exactly it happened to me alot and i am very dissappointed due to their bad service they can't give us free coins why did you add tasks to earn coins it's worst,Android
7:32,164,Chaudhary Kajal,1,stories very good but voice correct nahi aa raha hai vah problem hai,Android
9:19,165,T Engineer,1,"When you read through the Terms and Conditions for the App Section 11 (eleven) refers to what data Pocket FM Collects and the operations of the """"Computer"""" that you are using to access the platform as of this writing. It is my Opinion that when Pocket FM tells you they will be accessing/monitoring the Device Configuration (i.e. operating system, hard drive (s), IP address, etc) in Section 11 (eleven) they are being overly intrusive and this represents a security risk to the User.",Android
10:02,166,Moon-Wolf,1,almost impossible to navigate the app can't find anything that I'm actually looking for. the actual stories are completely different than what is on the app compared to the commercials. it's extremely irritating and I would greatly appreciate it if you stop sending me notifications for this sad excuse of a story app YouTube has way better stories.,Android
10:02,166,Jody De Sousa,2,really good book so far. but the coins go up as it gets more interesting. started at 5 to 10 coins then it gets up to 39 coins a episode. Seems the packages for coins also moves up in price. If you do it count on a little a day. not to binge it in a day.,Android
10:31,167,NANNAYYA H M,1,so good,Android
11:31,168,Vinsu Masih,1,"etna to Netflix or Amazon bhi k bhi nakhre nhi h, jitna es app me chonchle h.",Android
12:01,169,Tamela J,1,"The listening app was great in the beginning. Episodes stop playing every 3 to 5 mins during listening- to frequent to enjoy. They offer free coins after completing long surveys they can't deliver! After reaching out & complaining; all they've done is check back after several days or longer asking,'has the issue(s) been resolved?'. Clearly, it hasn't. They've now asked me 3 or 4 times. It's 2 months later & I'm still being asked the same thing. DON'T WASTE YOUR TIME downloading this app.",Android
1:06,170,XxsinyxxX,2,"Just as expensive as any other audio book app, but the writing and narration are worse.",Android
1:06,170,Rehan Raza,1,This app is very disappointing in many aspects. Especially in old stories. Like the first time I logged into this app I found many interesting stories and added them into the library so that the stories don't lose. But due to some personal reasons I have to change my device and I logged in to the app all the stories in the library are erased. And when I tried to search for them I didn't find any of the stories like that they were never available. That's very disappointing for the users,Android
1:35,171,Lynn Fletcher,1,"I downloaded the app after watching a partial story that left me wanting to hear how it ended. As I was setting up my initial account, I was, of course, prompted to accept their terms and conditions to continue. This is common practice now, as they have to legally disclose how and what the app will be accessing, either on your phone, computer, or other electronic devise. However, this app goes too far. They can access and listen to your phone calls/texts, business info, etc. NO!!! DELETE!",Android
1:35,171,yashu rawat,1,koi bhee try mat karo fake kuch episode dekhne k baad sirf image aati hai or voice or kuch nhi,Android
1:35,171,Alan Johnson,2,the adverts you see do not match the story esp with my vampire system the story is great and had me hooked until the 1000 year time jump that spoiled the story but i was invested so battled on then the dodgy animations and naration stopped around episode 1600 and its a money grab you have to watch loads of ads to unlock episodes or wait a day or 2 for some to unlock or keep paying for coins which vanish very quick i was a daily listener but refuse to pay now as the story has gone off,Android
1:35,171,Aniket Soni,1,bakwas app first episode pe video chalega baki pe audio,Android
4:31,172,Jwminga,1,I'm very disappointed in this app constantly steals my coins can't get any help to service this is got to be the most worthless app there is,Android
6:01,174,Lee Hurtado,2,I love the story of my vampire system I been paying for it but now its doing adds none stop,Android
7:01,175,gupteswar Majhi,1,nice storys nice stories,Android
7:30,176,Susan Hopwood,1,I started a book where the character had silver hair and violet eyes and an inner wolf who spoke to her. she befriended the alphas beta...then the character's features changed to copper hair and doe eyes. Her wolf stopped speaking to her. The beta changed sex and name and no longer knew her. It was jarring and took me out of the moment. it clearly felt like it was ai written and badly as well. I do NOT recommend.,Android
7:31,176,Abraham Infante,1,no usen está aplicación 1) las historias no están completas y te ponen 3 capítulos por día 2) te piden comprar monedas que son caras por capítulos con una décima parte compras un libro 3) alargan los capítulos explicado casi en cada uno de ellos los rangos del personaje para alargar la historia Do not use this application 1) the stories are not complete and they give you 3 chapters per day 2) they ask you to buy coins that are expensive per chapter with a tenth you buy a book 3) they lengthen the chapters explaining in almost each one of them the character's ranks to lengthen the story,Android
8:36,177,lovekush ojha,1,this app is very bad don't install,Android
9:01,178,Busrasaikh,1,this app is not working properly,Android
9:01,178,Amanda Bealmear,1,"Audio book app that only allows 3 """"free"""" episodes per day - keep in mind each """"episode"""" is barely 8 mins. Extra listening is RIDICULOUSLY overpriced & every episode you listen to back to back - the price goes up! After just 5 of the 8 minute episodes, you'll find yourself paying $3-$6 per episode to continue listening. It's absolutely absurd & the micro purchases are no better than online gambling games. Get hooked on a story and shovel out stupid amounts of cash to keep going.",Android
9:01,178,R V,2,"They offer ads you can watch in exchange for unlocking episodes within the app, but they don't always unlock the episodes after completing the task. Waste of time.",Android
10:00,179,lianne hart,1,"I used to like this app. Now I have a new phone but the app will not update the stories to where I was on my old device. I have tried updating, logging out and back in. None of which are doing anything. There is no way to contact for help. The faqs page is of no help. No longer happy with the program",Android
10:31,180,Rupender Singh,1,Nice,Android
10:31,180,G B P Kumar,1,lousy booking stuff,Android
11:34,181,Jean-Pierre Coetzee,1,since getting some coins I am unable to keep on watching vids for episodes. now I can only get 5 episodes with ads a day. used to watch ads the whole morning while getting ready so that I have at least 20 episodes by thr time I get to work. now im stuck with 5. Just because I used coins once!,Android
1:31,182,Neema Bhatt,1,there are too many ads everyday I receive only one episode after watching 2 ads and no free episode I have received,Android
1:31,182,Iya Harris,1,I have the subscription I watched all the episodes till there was no more now is say the episodes I paid for is available with free subscription how are you going back on what I already paid for to make it free now the following episodes that come next should be free not what I've already paid for,Android
1:31,182,RAGHUNATH HAIT,1,not good coins system subscription system batter,Android
1:31,182,Shani Pal,1,ok Nice,Android
2:31,183,gene flegal,1,The High Way Robbery. You can spend over $200.00 dollar's just to listen to a story. I guess that I will never know what happens in the one that I was listening to,Android
3:00,184,b surf500,1,"the story/hook was a completely different storyline, narrator, images and 15 reviews said same and I too will uninstall. I jusy hope nothing is left on my ohone whdn I uninstall. Must loose more potential customers than gain.",Android
4:01,185,JITHURAJ AJ,2,"ലിയോ AD 2500 1മുതൽ 44 വരെ ഉള്ള വിഡിയോയിൽ ഫോട്ടോ ഉള്ള പോലെ ബാക്കി ഉള്ള വിഡിയോയിൽ ഫോട്ടോ കാണിച്ചിട്ട് സ്റ്റോറി പറയൂ വിഡിയോ ഇല്ലാത്തതു കൊണ്ട് കാണാൻ രസം ഇല്ല ഈൗ സീരിയസ് തന്നെ മാറി പോകുന്നു നല്ല സീരിയസ് ആയിരുന്നു പക്ഷെ ഞാൻ ഇതു uninstall ചെയുന്നു വിഡിയോ ഇല്ലാത്തതു കൊണ്ട് bro plz add വീഡിയോ ""Leo AD 2500 Please show the photo in the video from 1 to 44 and tell the story in the rest of the video. It's not fun to watch because there is no video. This series is changing. It was a good series but I'm uninstalling it because there is no video. Bro, plz add a video.",Android
5:31,186,Sk Karim,2,gd ap,Android
7:01,187,Zyerrah Smith,1,it was really good but now when I get to my last few ads to get a free story it glitches out and says I have reached my daily limit. if this continues to happen I will be Unstalling this app,Android
7:31,188,Toncy Silvan,1,bad episode pisukiyaa edunnee kuku fm super,Android
7:31,188,Stephanie Bradford,1,Don't download. The stories are messed up and the app is glitchy. super disappointed.,Android
8:42,189,Sujit Kumar,2,good,Android
8:42,189,Thomas Brown,1,stories over then you expect them to pay to get back to where they at can you add stories to people that they don't even want to listen to can you delete the stories you don't want to listen to and not put it back stop putting stories n My que or my library,Android
9:02,190,No,1,Vikas app service and so hi money,Android
9:02,190,gokul gokul,2,mindset free,Android
10:01,191,Cindy McCord,2,"Have had the app for awhile...bought coins for a story and the app took my unlimited watch adds away. Later, upgraded my phone and now I am only able to get 5 coins a day, and some episodes are 12 coins! Also my phone upgrade showed all the episodes that I listened to as not listened to...so unless I go thru them again, the app won't free up any episodes. It states that I have over 3 hrs of un listened to stories. Seems like all they care about is money.",Android
10:02,191,SACHIN BOROLE,1,hopeless,Android
11:33,192,somnath sidhmwar,1,old story search karne par bhi nahin a raha hai Jaise ki Main Doli ka ki story,Android
12:01,193,Prabakaran B,1,best error and load for many times,Android
1:02,194,Mukesh Kumar,1,Last 48 hours se app run nhi kr rhi hai,Android
1:31,195,SAGAR KUMAR,1,o ok,Android
2:31,196,Renshi Easwaran,1,I paid Rs 109 premium but I am not getting the episodes. I was cheated.,Android
3:01,197,Anita Suleiman,2,"Right now, my audio is playing, but with no sound, is it from my side or your side, please? Kindly help. Because I love listening to Saving Nora. Now I can't listen to my downloaded stories if I am not online. Do something about it",Android
4:35,198,Balram Das,2,very good,Android
5:35,199,Steve,2,Audio starts playing without user interaction or request.,Android
6:01,200,Chris Taylor,1,you have to keep paying to read 1 book. I've paid more for one book here (and I'm only halfway through) than I ever have on Amazon. way too expensive,Android
9:01,201,Chris Lusk,1,"the app developers are extremely greedy one may pay 1,000 for a book and if you pay for the subscription witch helps but you will be forced to watch non stop ads even with the subscription. its a India  based app go figure right there always scamming people.",Android
10:01,202,Nalini M,1,I just installed. today you have debited 356 from gpay. I want my money black,Android
10:33,203,Edward Braughton IV,1,The series I listened to was good quality but I've done the math and I can say with certainty that you spend close three times as much for any series on this app then you would if you were to just buy a series and listen on audible. a normal audiobook is around $40 per volume(AT MOST). if you by all of the chapters for one volume on pocket FM you're paying well over 80. I've seen people talk about being able to earn coins by watching ads and the like but I see no such feature.,Android
10:33,203,Brenda Baird,1,"They do a reward system for you. R. Earn points daily, you open the app up. It tells you, you can't claim your points for another two hours or it doesn't give them to you when you do open it very poor service.",Android
11:32,204,Holger Grab,1,"15 Folgen waren frei jetzt nicht mehr. 15 Tage darauf warten. ein danke. wird Deinstalliert. leider auch nicht .ehr möglich mit Werbung Folgen freizuschalten. da kaufe ich mirie er ein Audiobuch ""15 episodes were free, but now they're gone. I waited 15 days for it. Thanks. It's being uninstalled. Unfortunately, it's not possible to unlock episodes with ads. So I'll buy an audiobook instead.",Android
12:01,205,Teresa Ecklund,1,not free,Android
12:01,205,Narendra jaydeep,1,I am premium member pocket fm but not open episode 60 min daily. and application is very hard interface and slow application,Android
12:01,205,Cassie Dee,1,"At first, I loved the app, but the number of ads need to unlock episodes continues to grow. At times, users are forced to watch 2 or 3 ads for 1 ad credit. After a few episodes, the audio stalls and breaks up. The cost of purchasing coins is highway robbery, and if you try to remove a story from continually popping up in your library, it keeps coming back, even after clearing cache. I even attempted to block the authors, and everyday that I use the app, it keeps coming back. Not user friendly!",Android
1:01,206,Oladipo Abdulroqib,1,The app takes too long to load these days. it's been happening for a while now. edit: it's been a few months now and it's just getting worse. nothing's been updated,Android
1:01,206,Tina Scanlon,2,love the app but do it like paying for the ability to finish a series,Android
1:30,207,srinibas pasayat,1,fake story with mental app developer,Android
3:01,208,Divya Gond,2,pocket fm ko kya roj registered mobile number ko update Krna hoga . uske bina open nhi ho raha hai pocket fm open nhi ho raha hai kyu,Android
3:01,208,Shivam Kardam,1,you are fake and chiter,Android
3:01,208,Anita Sumic,1,"Zuerst konnte man eine Stunde täglich hören, je weiter man fortschreitet, desto weniger wird es. Andere Nutzer beschreiben dasselbe Problem und dazu noch Wucher Preispolitik. Schade, anfangs war es schön, aber das ist wohl auch der Plan. Zuerst süchtig machen, dann immer weniger geben und immer mehr zahlen lassen."" ""At first, you could listen for an hour a day, but the further you progress, the less it decreases. Other users describe the same problem, along with exorbitant pricing. It's a shame, it was nice at first, but that's probably the plan. First, get addicted, then give less and less, and make you pay more and more.",Android
6:01,209,Jerry Adsitt,1,"Paid $40 for most """"coins"""" offered and still couldn't finish 1 story. Downloads are a joke. They only let you download a few episodes at a time. Episodes are tiny and you pay for each one with your coins so they go fast. The playback isn't smooth as there are long gaps between """"episodes"""". I saw some stories that are like 2000 episodes long. Can't imagine how much that would cost to hear 1 story! Definitely not worth the money!",Android
7:02,210,Chris Marsh,1,I watch the ads for the free episodes. Have to watch 20 of them but Everytime it gets to ad 18 or 19 all of a sudden it goes in to endless buffers. out of all the ads I've watched I only get the episodes 25%of the time. This app is a scam so they can drain as much money as possible for delivering nothing it would cost you 300 dollars plus just to listen to over book or 4 years,Android
7:31,211,Dead Eye,2,bahut loading leta hai ab to page hi open nahi hota new update ki jarurat hai bahut bug hai,Android
8:32,212,Prakash Thakor,1,good,Android
8:32,212,Gopal Kumar,1,aacha,Android
8:32,212,TJ Fleischmann,2,"Classic Hook, Line, and Sinker. I've recommended this app to NUMEROUS people because their app only gave one free episode per day, and I was telling them this one gives TEN!!! Yeah, then I was getting 9 & 8...... now I'm getting 2. With 10 episodes a day, it would still have taken me almost 8 months to finish my story. Seems like it'll be over 3 years. If I want to purchase the in-app coins to unlock the book, it'll cost over $1,814!!!!",Android
9:01,213,valerie smith,1,I can not find a way to cancel free trial nightmare.,Android
9:01,213,Sabrina Bornemann,2,"beautiful stories However, you don't get to see any pictures anymore, just ads, which is really annoying. At first there were videos, then only pictures, and now only ads, which is really not okay.",Android
10:32,214,Sourav Mandal,1,disgusting app  don't use this app bad story,Android
10:32,214,Nilesh Waghmare,1,pocket fm is the not good service premium pack 109 lost new premium pack 599 very costly I am not parses,Android
10:32,214,Cristian Contreras,2,"I have been contacting them SEVERAL times about my coins. You play games to earn them, and I followed all the guidelines. This issue is still going on since July and they only respond at 3 or 4 A.M. They haven't been helpful with this issue. This app is amazing , the stories are awesome, but customer service is TERRIBLE. The amount of coins I did not receive is 3,326! That's 300 dollars worth of coins! Please fix this issue!!",Android
10:32,214,pawan bhardwaj,1,good,Android
12:01,215,M P,1,"Don't waste your time downloading this app. Pocket FM is predatory. Fake “free / no-ad” reviews lure you in, then they slash episodes from 7+ to 3/day. Ads or coins don’t add content, they steal your future freebies. It’s a trap designed to hook you, then bleed you for less than you once got for free. This isn’t monetization, it’s exploitation. They see listeners as targets, not customers. Avoid this scam, find any other website or app to give your time and/or money to instead.",Android
1:02,216,Mohammed Raza,1,no free coins !!!!,Android
1:31,217,Ankita Sahu,1,there are so my lockes and it was end the intrest from pocket fm.,Android
2:34,218,Khushi Yadav,1,download were not playing properly,Android
2:34,218,Mindy Crane,1,"I was using it and had a account, until my phone got destroyed. But I wasn't able to get to the place I was in the books. After listening to it for months and paying to hear it.. kept replaying sections already listened to. The free section was always what played already. After my phone crashed I loaded back to my new phone and it started all over again. Was in chapter 438, I will not be giving another cent for this. If was able I would give a huge fat zero because they constantly interrupt.",Android
2:34,218,Ashadul Khan,1,good,Android
3:01,219,Cain Blackcroft,1,"After taking the survey option to get a few more coins to listen to a couple of one coin priced episodes, I found they had immediately changed in coin cost from one to seven after earning the 16 coins from taking those surveys. Scamming your customers is a really good way to get us to stop using the application.",Android
4:01,220,Claudia Martinez,1,"muchos anuncios y noes gratis,y dijeron que no cobrarían"" ""lots of ads and it's not free, and they said they wouldn't charge",Android
7:32,221,Sana Khan,2,Hipno tyes,Android
